convertir|convierto|conviertes|convierte|convertimos|convertís|convierten|convertía|convertías|convertía|convertíamos|convertíais|convertían|convertí|convertiste|convirtió|convertimos|convertisteis|convirtieron|convertiré|convertirás|convertirá|convertiremos|convertiréis|convertirán|convierta|conviertas|convierta|convirtamos|convirtáis|conviertan|convirtiere|convirtieres|convirtiere|convirtiéremos|convirtiereis|convirtieren|convirtiera|convirtieras|convirtiera|convirtiéramos|convirtierais|convirtieran|convirtiese|convirtieses|convirtiese|convirtiésemos|convirtieseis|convirtiesen|convertiría|convertirías|convertiría|convertiríamos|convertiríais|convertirían
corregir|corrijo|corriges|corrige|corregimos|corregís|corrigen|corregía|corregías|corregía|corregíamos|corregíais|corregían|corregí|corregiste|corrigió|corregimos|corregisteis|corrigieron|corregiré|corregirás|corregirá|corregiremos|corregiréis|corregirán|corrija|corrijas|corrija|corrijamos|corrijáis|corrijan|corrigiere|corrigieres|corrigiere|corrigiéremos|corrigiereis|corrigieren|corrigiera|corrigieras|corrigiera|corrigiéramos|corrigierais|corrigieran|corrigiese|corrigieses|corrigiese|corrigiésemos|corrigieseis|corrigiesen|corregiría|corregirías|corregiría|corregiríamos|corregiríais|corregirían
costar|cuesto|cuestas|cuesta|costamos|costáis|cuestan|costaba|costabas|costaba|costábamos|costabais|costaban|costé|costaste|costó|costamos|costasteis|costaron|costaré|costarás|costará|costaremos|costaréis|costarán|cueste|cuestes|cueste|costemos|costéis|cuesten|costare|costares|costare|costáremos|costareis|costaren|costara|costaras|costara|costáramos|costarais|costaran|costase|costases|costase|costásemos|costaseis|costasen|costaría|costarías|costaría|costaríamos|costaríais|costarían
crecer|crezco|creces|crece|crecemos|crecéis|crecen|crecía|crecías|crecía|crecíamos|crecíais|crecían|crecí|creciste|creció|crecimos|crecisteis|crecieron|creceré|crecerás|crecerá|creceremos|creceréis|crecerán|crezca|crezcas|crezca|crezcamos|crezcáis|crezcan|creciere|crecieres|creciere|creciéremos|creciereis|crecieren|creciera|crecieras|creciera|creciéramos|crecierais|crecieran|creciese|crecieses|creciese|creciésemos|crecieseis|creciesen|crecería|crecerías|crecería|creceríamos|creceríais|crecerían
dar|doy|das|da|damos|dais|dan|daba|dabas|daba|dábamos|dabais|daban|di|diste|dio|dimos|disteis|dieron|daré|darás|dará|daremos|daréis|darán|dé|des|dé|demos|deis|den|diere|dieres|diere|diéremos|diereis|dieren|diera|dieras|diera|diéramos|dierais|dieran|diese|dieses|diese|diésemos|dieseis|diesen|daría|darías|daría|daríamos|daríais|darían
decir|digo|dices|dice|decimos|decís|dicen|decía|decías|decía|decíamos|decíais|decían|dije|dijiste|dijo|dijimos|dijisteis|dijeron|diré|dirás|dirá|diremos|diréis|dirán|diga|digas|diga|digamos|digáis|digan|dijere|dijeres|dijere|dijéremos|dijereis|dijeren|dijera|dijeras|dijera|dijéramos|dijerais|dijeran|dijese|dijeses|dijese|dijésemos|dijeseis|dijesen|diría|dirías|diría|diríamos|diríais|dirían
deducir|deduzco|deduces|deduce|deducimos|deducís|deducen|deducía|deducías|deducía|deducíamos|deducíais|deducían|deduje|dedujiste|dedujo|dedujimos|dedujisteis|dedujeron|deduciré|deducirás|deducirá|deduciremos|deduciréis|deducirán|deduzca|deduzcas|deduzca|deduzcamos|deduzcáis|deduzcan|dedujere|dedujeres|dedujere|dedujéremos|dedujereis|dedujeren|dedujera|dedujeras|dedujera|dedujéramos|dedujerais|dedujeran|dedujese|dedujeses|dedujese|dedujésemos|dedujeseis|dedujesen|deduciría|deducirías|deduciría|deduciríamos|deduciríais|deducirían
defender|defiendo|defiendes|defiende|defendemos|defendéis|defienden|defendía|defendías|defendía|defendíamos|defendíais|defendían|defendí|defendiste|defendió|defendimos|defendisteis|defendieron|defenderé|defenderás|defenderá|defenderemos|defenderéis|defenderán|defienda|defiendas|defienda|defendamos|defendáis|defiendan|defendiere|defendieres|defendiere|defendiéremos|defendiereis|defendieren|defendiera|defendieras|defendiera|defendiéramos|defendierais|defendieran|defendiese|defendieses|defendiese|defendiésemos|defendieseis|defendiesen|defendería|defenderías|defendería|defenderíamos|defenderíais|defenderían
degollar|degüello|degüellas|degüella|degollamos|degolláis|degüellan|degollaba|degollabas|degollaba|degollábamos|degollabais|degollaban|degollé|degollaste|degolló|degollamos|degollasteis|degollaron|degollaré|degollarás|degollará|degollaremos|degollaréis|degollarán|degüelle|degüelles|degüelle|degollemos|degolléis|degüellen|degollare|degollares|degollare|degolláremos|degollareis|degollaren|degollara|degollaras|degollara|degolláramos|degollarais|degollaran|degollase|degollases|degollase|degollásemos|degollaseis|degollasen|degollaría|degollarías|degollaría|degollaríamos|degollaríais|degollarían
demoler|demuelo|demueles|demuele|demolemos|demoléis|demuelen|demolía|demolías|demolía|demolíamos|demolíais|demolían|demolí|demoliste|demolió|demolimos|demolisteis|demolieron|demoleré|demolerás|demolerá|demoleremos|demoleréis|demolerán|demuela|demuelas|demuela|demolamos|demoláis|demuelan|demoliere|demolieres|demoliere|demoliéremos|demoliereis|demolieren|demoliera|demolieras|demoliera|demoliéramos|demolierais|demolieran|demoliese|demolieses|demoliese|demoliésemos|demolieseis|demoliesen|demolería|demolerías|demolería|demoleríamos|demoleríais|demolerían
demostrar|demuestro|demuestras|demuestra|demostramos|demostráis|demuestran|demostraba|demostrabas|demostraba|demostrábamos|demostrabais|demostraban|demostré|demostraste|demostró|demostramos|demostrasteis|demostraron|demostraré|demostrarás|demostrará|demostraremos|demostraréis|demostrarán|demuestre|demuestres|demuestre|demostremos|demostréis|demuestren|demostrare|demostrares|demostrare|demostráremos|demostrareis|demostraren|demostrara|demostraras|demostrara|demostráramos|demostrarais|demostraran|demostrase|demostrases|demostrase|demostrásemos|demostraseis|demostrasen|demostraría|demostrarías|demostraría|demostraríamos|demostraríais|demostrarían
denegar|deniego|deniegas|deniega|denegamos|denegáis|deniegan|denegaba|denegabas|denegaba|denegábamos|denegabais|denegaban|denegué|denegaste|denegó|denegamos|denegasteis|denegaron|denegaré|denegarás|denegará|denegaremos|denegaréis|denegarán|deniegue|deniegues|deniegue|deneguemos|deneguéis|denieguen|denegare|denegares|denegare|denegáremos|denegareis|denegaren|denegara|denegaras|denegara|denegáramos|denegarais|denegaran|denegase|denegases|denegase|denegásemos|denegaseis|denegasen|denegaría|denegarías|denegaría|denegaríamos|denegaríais|denegarían
deponer|depongo|depones|depone|deponemos|deponéis|deponen|deponía|deponías|deponía|deponíamos|deponíais|deponían|depuse|depusiste|depuso|depusimos|depusisteis|depusieron|depondré|depondrás|depondrá|depondremos|depondréis|depondrán|deponga|depongas|deponga|depongamos|depongáis|depongan|depusiere|depusieres|depusiere|depusiéremos|depusiereis|depusieren|depusiera|depusieras|depusiera|depusiéramos|depusierais|depusieran|depusiese|depusieses|depusiese|depusiésemos|depusieseis|depusiesen|depondría|depondrías|depondría|depondríamos|depondríais|depondrían
derivar|derivo|derivas|deriva|derivamos|deriváis|derivan|derivaba|derivabas|derivaba|derivábamos|derivabais|derivaban|derivé|derivaste|derivó|derivamos|derivasteis|derivaron|derivaré|derivarás|derivará|derivaremos|derivaréis|derivarán|derive|derives|derive|derivemos|derivéis|deriven|derivare|derivares|derivare|deriváremos|derivareis|derivaren|derivara|derivaras|derivara|deriváramos|derivarais|derivaran|derivase|derivases|derivase|derivásemos|derivaseis|derivasen|derivaría|derivarías|derivaría|derivaríamos|derivaríais|derivarían
derretir|derrito|derrites|derrite|derretimos|derretís|derriten|derretía|derretías|derretía|derretíamos|derretíais|derretían|derretí|derretiste|derritió|derretimos|derretisteis|derritieron|derretiré|derretirás|derretirá|derretiremos|derretiréis|derretirán|derrita|derritas|derrita|derritamos|derritáis|derritan|derritiere|derritieres|derritiere|derritiéremos|derritiereis|derritieren|derritiera|derritieras|derritiera|derritiéramos|derritierais|derritieran|derritiese|derritieses|derritiese|derritiésemos|derritieseis|derritiesen|derretiría|derretirías|derretiría|derretiríamos|derretiríais|derretirían
desandar|desando|desandas|desanda|desandamos|desandáis|desandan|desandaba|desandabas|desandaba|desandábamos|desandabais|desandaban|desanduve|desanduviste|desanduvo|desanduvimos|desanduvisteis|desanduvieron|desandaré|desandarás|desandará|desandaremos|desandaréis|desandarán|desande|desandes|desande|desandemos|desandéis|desanden|desanduviere|desanduvieres|desanduviere|desanduviéremos|desanduviereis|desanduvieren|desanduviera|desanduvieras|desanduviera|desanduviéramos|desanduvierais|desanduvieran|desanduviese|desanduvieses|desanduviese|desanduviésemos|desanduvieseis|desanduviesen|desandaría|desandarías|desandaría|desandaríamos|desandaríais|desandarían
desaparecer|desaparezco|desapareces|desaparece|desaparecemos|desaparecéis|desaparecen|desaparecía|desaparecías|desaparecía|desaparecíamos|desaparecíais|desaparecían|desaparecí|desapareciste|desapareció|desaparecimos|desaparecisteis|desaparecieron|desapareceré|desaparecerás|desaparecerá|desapareceremos|desapareceréis|desaparecerán|desaparezca|desaparezcas|desaparezca|desaparezcamos|desaparezcáis|desaparezcan|desapareciere|desaparecieres|desapareciere|desapareciéremos|desapareciereis|desaparecieren|desapareciera|desaparecieras|desapareciera|desapareciéramos|desaparecierais|desaparecieran|desapareciese|desaparecieses|desapareciese|desapareciésemos|desaparecieseis|desapareciesen|desaparecería|desaparecerías|desaparecería|desapareceríamos|desapareceríais|desaparecerían
descender|desciendo|desciendes|desciende|descendemos|descendéis|descienden|descendía|descendías|descendía|descendíamos|descendíais|descendían|descendí|descendiste|descendió|descendimos|descendisteis|descendieron|descenderé|descenderás|descenderá|descenderemos|descenderéis|descenderán|descienda|desciendas|descienda|descendamos|descendáis|desciendan|descendiere|descendieres|descendiere|descendiéremos|descendiereis|descendieren|descendiera|descendieras|descendiera|descendiéramos|descendierais|descendieran|descendiese|descendieses|descendiese|descendiésemos|descendieseis|descendiesen|descendería|descenderías|descendería|descenderíamos|descenderíais|descenderían
descomponer|descompongo|descompones|descompone|descomponemos|descomponéis|descomponen|descomponía|descomponías|descomponía|descomponíamos|descomponíais|descomponían|descompuse|descompusiste|descompuso|descompusimos|descompusisteis|descompusieron|descompondré|descompondrás|descompondrá|descompondremos|descompondréis|descompondrán|descomponga|descompongas|descomponga|descompongamos|descompongáis|descompongan|descompusiere|descompusieres|descompusiere|descompusiéremos|descompusiereis|descompusieren|descompusiera|descompusieras|descompusiera|descompusiéramos|descompusierais|descompusieran|descompusiese|descompusieses|descompusiese|descompusiésemos|descompusieseis|descompusiesen|descompondría|descompondrías|descompondría|descompondríamos|descompondríais|descompondrían
descontar|descuento|descuentas|descuenta|descontamos|descontáis|descuentan|descontaba|descontabas|descontaba|descontábamos|descontabais|descontaban|desconté|descontaste|descontó|descontamos|descontasteis|descontaron|descontaré|descontarás|descontará|descontaremos|descontaréis|descontarán|descuente|descuentes|descuente|descontemos|descontéis|descuenten|descontare|descontares|descontare|descontáremos|descontareis|descontaren|descontara|descontaras|descontara|descontáramos|descontarais|descontaran|descontase|descontases|descontase|descontásemos|descontaseis|descontasen|descontaría|descontarías|descontaría|descontaríamos|descontaríais|descontarían
describir|describo|describes|describe|describimos|describís|describen|describía|describías|describía|describíamos|describíais|describían|describí|describiste|describió|describimos|describisteis|describieron|describiré|describirás|describirá|describiremos|describiréis|describirán|describa|describas|describa|describamos|describáis|describan|describiere|describieres|describiere|describiéremos|describiereis|describieren|describiera|describieras|describiera|describiéramos|describierais|describieran|describiese|describieses|describiese|describiésemos|describieseis|describiesen|describiría|describirías|describiría|describiríamos|describiríais|describirían
deshacer|deshago|deshaces|deshace|deshacemos|deshacéis|deshacen|deshacía|deshacías|deshacía|deshacíamos|deshacíais|deshacían|deshice|deshiciste|deshizo|deshicimos|deshicisteis|deshicieron|desharé|desharás|deshará|desharemos|desharéis|desharán|deshaga|deshagas|deshaga|deshagamos|deshagáis|deshagan|deshiciere|deshicieres|deshiciere|deshiciéremos|deshiciereis|deshicieren|deshiciera|deshicieras|deshiciera|deshiciéramos|deshicierais|deshicieran|deshiciese|deshicieses|deshiciese|deshiciésemos|deshicieseis|deshiciesen|desharía|desharías|desharía|desharíamos|desharíais|desharían
desobedecer|desobedezco|desobedeces|desobedece|desobedecemos|desobedecéis|desobedecen|desobedecía|desobedecías|desobedecía|desobedecíamos|desobedecíais|desobedecían|desobedecí|desobedeciste|desobedeció|desobedecimos|desobedecisteis|desobedecieron|desobedeceré|desobedecerás|desobedecerá|desobedeceremos|desobedeceréis|desobedecerán|desobedezca|desobedezcas|desobedezca|desobedezcamos|desobedezcáis|desobedezcan|desobedeciere|desobedecieres|desobedeciere|desobedeciéremos|desobedeciereis|desobedecieren|desobedeciera|desobedecieras|desobedeciera|desobedeciéramos|desobedecierais|desobedecieran|desobedeciese|desobedecieses|desobedeciese|desobedeciésemos|desobedecieseis|desobedeciesen|desobedecería|desobedecerías|desobedecería|desobedeceríamos|desobedeceríais|desobedecerían
desolar|desuelo|desuelas|desuela|desolamos|desoláis|desuelan|desolaba|desolabas|desolaba|desolábamos|desolabais|desolaban|desolé|desolaste|desoló|desolamos|desolasteis|desolaron|desolaré|desolarás|desolará|desolaremos|desolaréis|desolarán|desuele|desueles|desuele|desolemos|desoléis|desuelen|desolare|desolares|desolare|desoláremos|desolareis|desolaren|desolara|desolaras|desolara|desoláramos|desolarais|desolaran|desolase|desolases|desolase|desolásemos|desolaseis|desolasen|desolaría|desolarías|desolaría|desolaríamos|desolaríais|desolarían
desollar|desuello|desuellas|desuella|desollamos|desolláis|desuellan|desollaba|desollabas|desollaba|desollábamos|desollabais|desollaban|desollé|desollaste|desolló|desollamos|desollasteis|desollaron|desollaré|desollarás|desollará|desollaremos|desollaréis|desollarán|desuelle|desuelles|desuelle|desollemos|desolléis|desuellen|desollare|desollares|desollare|desolláremos|desollareis|desollaren|desollara|desollaras|desollara|desolláramos|desollarais|desollaran|desollase|desollases|desollase|desollásemos|desollaseis|desollasen|desollaría|desollarías|desollaría|desollaríamos|desollaríais|desollarían
desosar|deshueso|deshuesas|deshuesa|desosamos|desosáis|deshuesan|desosaba|desosabas|desosaba|desosábamos|desosabais|desosaban|desosé|desosaste|desosó|desosamos|desosasteis|desosaron|desosaré|desosarás|desosará|desosaremos|desosaréis|desosarán|deshuese|deshueses|deshuese|desosemos|desoséis|deshuesen|desosare|desosares|desosare|desosáremos|desosareis|desosaren|desosara|desosaras|desosara|desosáramos|desosarais|desosaran|desosase|desosases|desosase|desosásemos|desosaseis|desosasen|desosaría|desosarías|desosaría|desosaríamos|desosaríais|desosarían
despedir|despido|despides|despide|despedimos|despedís|despiden|despedía|despedías|despedía|despedíamos|despedíais|despedían|despedí|despediste|despidió|despedimos|despedisteis|despidieron|despediré|despedirás|despedirá|despediremos|despediréis|despedirán|despida|despidas|despida|despidamos|despidáis|despidan|despidiere|despidieres|despidiere|despidiéremos|despidiereis|despidieren|despidiera|despidieras|despidiera|despidiéramos|despidierais|despidieran|despidiese|despidieses|despidiese|despidiésemos|despidieseis|despidiesen|despediría|despedirías|despediría|despediríamos|despediríais|despedirían
despertar|despierto|despiertas|despierta|despertamos|despertáis|despiertan|despertaba|despertabas|despertaba|despertábamos|despertabais|despertaban|desperté|despertaste|despertó|despertamos|despertasteis|despertaron|despertaré|despertarás|despertará|despertaremos|despertaréis|despertarán|despierte|despiertes|despierte|despertemos|despertéis|despierten|despertare|despertares|despertare|despertáremos|despertareis|despertaren|despertara|despertaras|despertara|despertáramos|despertarais|despertaran|despertase|despertases|despertase|despertásemos|despertaseis|despertasen|despertaría|despertarías|despertaría|despertaríamos|despertaríais|despertarían
desteñir|destiño|destiñes|destiñe|desteñimos|desteñís|destiñen|desteñía|desteñías|desteñía|desteñíamos|desteñíais|desteñían|desteñí|desteñiste|destiñó|desteñimos|desteñisteis|destiñeron|desteñiré|desteñirás|desteñirá|desteñiremos|desteñiréis|desteñirán|destiña|destiñas|destiña|destiñamos|destiñáis|destiñan|destiñere|destiñeres|destiñere|destiñéremos|destiñereis|destiñeren|destiñera|destiñeras|destiñera|destiñéramos|destiñerais|destiñeran|destiñese|destiñeses|destiñese|destiñésemos|destiñeseis|destiñesen|desteñiría|desteñirías|desteñiría|desteñiríamos|desteñiríais|desteñirían
desvestir|desvisto|desvistes|desviste|desvestimos|desvestís|desvisten|desvestía|desvestías|desvestía|desvestíamos|desvestíais|desvestían|desvestí|desvestiste|desvistió|desvestimos|desvestisteis|desvistieron|desvestiré|desvestirás|desvestirá|desvestiremos|desvestiréis|desvestirán|desvista|desvistas|desvista|desvistamos|desvistáis|desvistan|desvistiere|desvistieres|desvistiere|desvistiéremos|desvistiereis|desvistieren|desvistiera|desvistieras|desvistiera|desvistiéramos|desvistierais|desvistieran|desvistiese|desvistieses|desvistiese|desvistiésemos|desvistieseis|desvistiesen|desvestiría|desvestirías|desvestiría|desvestiríamos|desvestiríais|desvestirían
detener|detengo|detienes|detiene|detenemos|detenéis|detienen|detenía|detenías|detenía|deteníamos|deteníais|detenían|detuve|detuviste|detuvo|detuvimos|detuvisteis|detuvieron|detendré|detendrás|detendrá|detendremos|detendréis|detendrán|detenga|detengas|detenga|detengamos|detengáis|detengan|detuviere|detuvieres|detuviere|detuviéremos|detuviereis|detuvieren|detuviera|detuvieras|detuviera|detuviéramos|detuvierais|detuvieran|detuviese|detuvieses|detuviese|detuviésemos|detuvieseis|detuviesen|detendría|detendrías|detendría|detendríamos|detendríais|detendrían
devenir|devengo|devienes|deviene|devenimos|devenís|devienen|devenía|devenías|devenía|deveníamos|deveníais|devenían|devine|deviniste|devino|devinimos|devinisteis|devinieron|devendré|devendrás|devendrá|devendremos|devendréis|devendrán|devenga|devengas|devenga|devengamos|devengáis|devengan|deviniere|devinieres|deviniere|deviniéremos|deviniereis|devinieren|deviniera|devinieras|deviniera|deviniéramos|devinierais|devinieran|deviniese|devinieses|deviniese|deviniésemos|devinieseis|deviniesen|devendría|devendrías|devendría|devendríamos|devendríais|devendrían
devolver|devuelvo|devuelves|devuelve|devolvemos|devolvéis|devuelven|devolvía|devolvías|devolvía|devolvíamos|devolvíais|devolvían|devolví|devolviste|devolvió|devolvimos|devolvisteis|devolvieron|devolveré|devolverás|devolverá|devolveremos|devolveréis|devolverán|devuelva|devuelvas|devuelva|devolvamos|devolváis|devuelvan|devolviere|devolvieres|devolviere|devolviéremos|devolviereis|devolvieren|devolviera|devolvieras|devolviera|devolviéramos|devolvierais|devolvieran|devolviese|devolvieses|devolviese|devolviésemos|devolvieseis|devolviesen|devolvería|devolverías|devolvería|devolveríamos|devolveríais|devolverían
diferir|difiero|difieres|difiere|diferimos|diferís|difieren|difería|diferías|difería|diferíamos|diferíais|diferían|diferí|diferiste|difirió|diferimos|diferisteis|difirieron|diferiré|diferirás|diferirá|diferiremos|diferiréis|diferirán|difiera|difieras|difiera|difiramos|difiráis|difieran|difiriere|difirieres|difiriere|difiriéremos|difiriereis|difirieren|difiriera|difirieras|difiriera|difiriéramos|difirierais|difirieran|difiriese|difirieses|difiriese|difiriésemos|difirieseis|difiriesen|diferiría|diferirías|diferiría|diferiríamos|diferiríais|diferirían
digerir|digiero|digieres|digiere|digerimos|digerís|digieren|digería|digerías|digería|digeríamos|digeríais|digerían|digerí|digeriste|digirió|digerimos|digeristeis|digirieron|digeriré|digerirás|digerirá|digeriremos|digeriréis|digerirán|digiera|digieras|digiera|digiramos|digiráis|digieran|digiriere|digirieres|digiriere|digiriéremos|digiriereis|digirieren|digiriera|digirieras|digiriera|digiriéramos|digirierais|digirieran|digiriese|digirieses|digiriese|digiriésemos|digirieseis|digiriesen|digeriría|digerirías|digeriría|digeriríamos|digeriríais|digerirían
discernir|discierno|disciernes|discierne|discernimos|discernís|disciernen|discernía|discernías|discernía|discerníamos|discerníais|discernían|discerní|discerniste|discernió|discernimos|discernisteis|discernieron|discerniré|discernirás|discernirá|discerniremos|discerniréis|discernirán|discierna|disciernas|discierna|discernamos|discernáis|disciernan|discerniere|discernieres|discerniere|discerniéremos|discerniereis|discernieren|discerniera|discernieras|discerniera|discerniéramos|discernierais|discernieran|discerniese|discernieses|discerniese|discerniésemos|discernieseis|discerniesen|discerniría|discernirías|discerniría|discerniríamos|discerniríais|discernirían
disentir|disiento|disientes|disiente|disentimos|disentís|disienten|disentía|disentías|disentía|disentíamos|disentíais|disentían|disentí|disentiste|disintió|disentimos|disentisteis|disintieron|disentiré|disentirás|disentirá|disentiremos|disentiréis|disentirán|disienta|disientas|disienta|disintamos|disintáis|disientan|disintiere|disintieres|disintiere|disintiéremos|disintiereis|disintieren|disintiera|disintieras|disintiera|disintiéramos|disintierais|disintieran|disintiese|disintieses|disintiese|disintiésemos|disintieseis|disintiesen|disentiría|disentirías|disentiría|disentiríamos|disentiríais|disentirían
disolver|disuelvo|disuelves|disuelve|disolvemos|disolvéis|disuelven|disolvía|disolvías|disolvía|disolvíamos|disolvíais|disolvían|disolví|disolviste|disolvió|disolvimos|disolvisteis|disolvieron|disolveré|disolverás|disolverá|disolveremos|disolveréis|disolverán|disuelva|disuelvas|disuelva|disolvamos|disolváis|disuelvan|disolviere|disolvieres|disolviere|disolviéremos|disolviereis|disolvieren|disolviera|disolvieras|disolviera|disolviéramos|disolvierais|disolvieran|disolviese|disolvieses|disolviese|disolviésemos|disolvieseis|disolviesen|disolvería|disolverías|disolvería|disolveríamos|disolveríais|disolverían
disponer|dispongo|dispones|dispone|disponemos|disponéis|disponen|disponía|disponías|disponía|disponíamos|disponíais|disponían|dispuse|dispusiste|dispuso|dispusimos|dispusisteis|dispusieron|dispondré|dispondrás|dispondrá|dispondremos|dispondréis|dispondrán|disponga|dispongas|disponga|dispongamos|dispongáis|dispongan|dispusiere|dispusieres|dispusiere|dispusiéremos|dispusiereis|dispusieren|dispusiera|dispusieras|dispusiera|dispusiéramos|dispusierais|dispusieran|dispusiese|dispusieses|dispusiese|dispusiésemos|dispusieseis|dispusiesen|dispondría|dispondrías|dispondría|dispondríamos|dispondríais|dispondrían
distender|distiendo|distiendes|distiende|distendemos|distendéis|distienden|distendía|distendías|distendía|distendíamos|distendíais|distendían|distendí|distendiste|distendió|distendimos|distendisteis|distendieron|distenderé|distenderás|distenderá|distenderemos|distenderéis|distenderán|distienda|distiendas|distienda|distendamos|distendáis|distiendan|distendiere|distendieres|distendiere|distendiéremos|distendiereis|distendieren|distendiera|distendieras|distendiera|distendiéramos|distendierais|distendieran|distendiese|distendieses|distendiese|distendiésemos|distendieseis|distendiesen|distendería|distenderías|distendería|distenderíamos|distenderíais|distenderían
distraer|distraigo|distraes|distrae|distraemos|distraéis|distraen|distraía|distraías|distraía|distraíamos|distraíais|distraían|distraje|distrajiste|distrajo|distrajimos|distrajisteis|distrajeron|distraeré|distraerás|distraerá|distraeremos|distraeréis|distraerán|distraiga|distraigas|distraiga|distraigamos|distraigáis|distraigan|distrajere|distrajeres|distrajere|distrajéremos|distrajereis|distrajeren|distrajera|distrajeras|distrajera|distrajéramos|distrajerais|distrajeran|distrajese|distrajeses|distrajese|distrajésemos|distrajeseis|distrajesen|distraería|distraerías|distraería|distraeríamos|distraeríais|distraerían
divertir|divierto|diviertes|divierte|divertimos|divertís|divierten|divertía|divertías|divertía|divertíamos|divertíais|divertían|divertí|divertiste|divirtió|divertimos|divertisteis|divirtieron|divertiré|divertirás|divertirá|divertiremos|divertiréis|divertirán|divierta|diviertas|divierta|divirtamos|divirtáis|diviertan|divirtiere|divirtieres|divirtiere|divirtiéremos|divirtiereis|divirtieren|divirtiera|divirtieras|divirtiera|divirtiéramos|divirtierais|divirtieran|divirtiese|divirtieses|divirtiese|divirtiésemos|divirtieseis|divirtiesen|divertiría|divertirías|divertiría|divertiríamos|divertiríais|divertirían
doler|duelo|dueles|duele|dolemos|doléis|duelen|dolía|dolías|dolía|dolíamos|dolíais|dolían|dolí|doliste|dolió|dolimos|dolisteis|dolieron|doleré|dolerás|dolerá|doleremos|doleréis|dolerán|duela|duelas|duela|dolamos|doláis|duelan|doliere|dolieres|doliere|doliéremos|doliereis|dolieren|doliera|dolieras|doliera|doliéramos|dolierais|dolieran|doliese|dolieses|doliese|doliésemos|dolieseis|doliesen|dolería|dolerías|dolería|doleríamos|doleríais|dolerían
dormir|duermo|duermes|duerme|dormimos|dormís|duermen|dormía|dormías|dormía|dormíamos|dormíais|dormían|dormí|dormiste|durmió|dormimos|dormisteis|durmieron|dormiré|dormirás|dormirá|dormiremos|dormiréis|dormirán|duerma|duermas|duerma|durmamos|durmáis|duerman|durmiere|durmieres|durmiere|durmiéremos|durmiereis|durmieren|durmiera|durmieras|durmiera|durmiéramos|durmierais|durmieran|durmiese|durmieses|durmiese|durmiésemos|durmieseis|durmiesen|dormiría|dormirías|dormiría|dormiríamos|dormiríais|dormirían
elegir|elijo|eliges|elige|elegimos|elegís|eligen|elegía|elegías|elegía|elegíamos|elegíais|elegían|elegí|elegiste|eligió|elegimos|elegisteis|eligieron|elegiré|elegirás|elegirá|elegiremos|elegiréis|elegirán|elija|elijas|elija|elijamos|elijáis|elijan|eligiere|eligieres|eligiere|eligiéremos|eligiereis|eligieren|eligiera|eligieras|eligiera|eligiéramos|eligierais|eligieran|eligiese|eligieses|eligiese|eligiésemos|eligieseis|eligiesen|elegiría|elegirías|elegiría|elegiríamos|elegiríais|elegirían
embellecer|embellezco|embelleces|embellece|embellecemos|embellecéis|embellecen|embellecía|embellecías|embellecía|embellecíamos|embellecíais|embellecían|embellecí|embelleciste|embelleció|embellecimos|embellecisteis|embellecieron|embelleceré|embellecerás|embellecerá|embelleceremos|embelleceréis|embellecerán|embellezca|embellezcas|embellezca|embellezcamos|embellezcáis|embellezcan|embelleciere|embellecieres|embelleciere|embelleciéremos|embelleciereis|embellecieren|embelleciera|embellecieras|embelleciera|embelleciéramos|embellecierais|embellecieran|embelleciese|embellecieses|embelleciese|embelleciésemos|embellecieseis|embelleciesen|embellecería|embellecerías|embellecería|embelleceríamos|embelleceríais|embellecerían
embestir|embisto|embistes|embiste|embestimos|embestís|embisten|embestía|embestías|embestía|embestíamos|embestíais|embestían|embestí|embestiste|embistió|embestimos|embestisteis|embistieron|embestiré|embestirás|embestirá|embestiremos|embestiréis|embestirán|embista|embistas|embista|embistamos|embistáis|embistan|embistiere|embistieres|embistiere|embistiéremos|embistiereis|embistieren|embistiera|embistieras|embistiera|embistiéramos|embistierais|embistieran|embistiese|embistieses|embistiese|embistiésemos|embistieseis|embistiesen|embestiría|embestirías|embestiría|embestiríamos|embestiríais|embestirían
enaltecer|enaltezco|enalteces|enaltece|enaltecemos|enaltecéis|enaltecen|enaltecía|enaltecías|enaltecía|enaltecíamos|enaltecíais|enaltecían|enaltecí|enalteciste|enalteció|enaltecimos|enaltecisteis|enaltecieron|enalteceré|enaltecerás|enaltecerá|enalteceremos|enalteceréis|enaltecerán|enaltezca|enaltezcas|enaltezca|enaltezcamos|enaltezcáis|enaltezcan|enalteciere|enaltecieres|enalteciere|enalteciéremos|enalteciereis|enaltecieren|enalteciera|enaltecieras|enalteciera|enalteciéramos|enaltecierais|enaltecieran|enalteciese|enaltecieses|enalteciese|enalteciésemos|enaltecieseis|enalteciesen|enaltecería|enaltecerías|enaltecería|enalteceríamos|enalteceríais|enaltecerían
encender|enciendo|enciendes|enciende|encendemos|encendéis|encienden|encendía|encendías|encendía|encendíamos|encendíais|encendían|encendí|encendiste|encendió|encendimos|encendisteis|encendieron|encenderé|encenderás|encenderá|encenderemos|encenderéis|encenderán|encienda|enciendas|encienda|encendamos|encendáis|enciendan|encendiere|encendieres|encendiere|encendiéremos|encendiereis|encendieren|encendiera|encendieras|encendiera|encendiéramos|encendierais|encendieran|encendiese|encendieses|encendiese|encendiésemos|encendieseis|encendiesen|encendería|encenderías|encendería|encenderíamos|encenderíais|encenderían
